int_rate,loan_cost_proxy,term,payment_to_income,dti,fico_avg,emp_length,home_ownership_RENT,high_dti_flag,loan_amnt,purpose_vacation,pub_rec,purpose_credit_card,inq_last_6mths,purpose_house,annual_inc,has_pub_rec,purpose_other,revol_bal,delinq_2yrs
18.99,3418.2,60.0,0.09826141864870554,13.66,662.0,7.0,True,0,18000.0,False,0.0,False,0.0,False,57000.0,0,False,1939.0,0.0
18.49,2958.4,60.0,0.0757853934658217,15.73,682.0,10.0,True,0,16000.0,False,1.0,True,0.0,False,65000.0,1,False,15644.0,0.0
11.22,3029.4,36.0,0.05066967601851323,5.01,682.0,0.0,False,0,27000.0,False,0.0,False,0.0,False,210000.0,0,False,4631.0,2.0
10.78,603.68,36.0,0.053475080464254365,28.51,667.0,4.0,False,1,5600.0,False,1.0,False,1.0,False,41000.0,1,False,3255.0,0.0
11.48,826.56,36.0,0.05695273134447732,29.04,707.0,5.0,True,1,7200.0,False,0.0,False,0.0,False,50000.0,0,True,12286.0,0.0
12.59,4406.5,36.0,0.1057700057137702,16.57,692.0,5.0,False,0,35000.0,False,0.0,False,0.0,False,133000.0,0,False,33402.0,1.0
12.88,1700.16,60.0,0.035940487141543014,23.39,712.0,2.0,False,1,13200.0,False,0.0,True,2.0,False,100000.0,0,False,6165.0,0.0
9.17,545.615,36.0,0.07584166333466613,18.64,692.0,3.0,True,0,5950.0,False,1.0,True,0.0,False,30000.0,1,False,5958.0,0.0
9.76,653.92,36.0,0.04456457284699718,18.46,737.0,2.0,False,0,6700.0,False,0.0,False,2.0,False,58000.0,0,False,7191.0,0.0
13.18,1687.04,60.0,0.056588402244726825,15.06,662.0,8.0,False,0,12800.0,False,1.0,False,0.0,False,62000.0,1,False,9580.0,0.0
16.59,1024.4325,36.0,0.07502570547240947,21.57,672.0,1.0,True,1,6175.0,False,1.0,False,0.0,False,35000.0,1,False,941.0,4.0
6.89,551.2,36.0,0.07396381085674297,19.68,697.0,10.0,True,0,8000.0,False,0.0,False,0.0,False,40000.0,0,False,26093.0,1.0
11.48,574.0,36.0,0.030426382821632927,13.74,747.0,6.0,True,0,5000.0,False,0.0,False,3.0,False,65000.0,0,False,4329.0,0.0
8.49,1273.5,36.0,0.040577950461389026,21.42,672.0,0.0,False,1,15000.0,False,0.0,True,1.0,False,140000.0,0,False,88172.0,0.0
18.49,2958.4,60.0,0.041053894610538946,37.22,682.0,4.0,True,1,16000.0,False,0.0,False,2.0,False,120000.0,0,False,11988.0,0.0
20.99,7346.5,60.0,0.1320764544482165,19.06,672.0,2.0,True,0,35000.0,False,0.0,False,2.0,False,86000.0,0,False,30519.0,0.0
8.49,424.5,36.0,0.037867711749180195,14.26,697.0,10.0,False,0,5000.0,False,0.0,False,2.0,False,50000.0,0,False,5203.0,0.0
6.89,826.8,36.0,0.040351598007490094,19.12,757.0,10.0,False,0,12000.0,False,0.0,False,0.0,True,110000.0,0,False,43028.0,0.0
14.85,2673.0,60.0,0.0731548877335314,10.85,682.0,5.0,False,0,18000.0,False,1.0,False,2.0,False,70000.0,1,False,6810.0,0.0
14.85,1188.0,36.0,0.06259669757973309,20.54,662.0,2.0,True,1,8000.0,False,1.0,True,3.0,False,53040.0,1,False,8195.0,0.0
11.99,1199.0,36.0,0.06129945240878607,4.69,662.0,10.0,False,0,10000.0,False,0.0,True,1.0,False,65000.0,0,False,8454.0,0.0
8.49,815.04,36.0,0.048473844184930406,8.62,672.0,3.0,False,0,9600.0,False,0.0,False,1.0,False,75000.0,0,False,4326.0,0.0
13.99,4197.0,36.0,0.12300803903531576,26.23,747.0,10.0,False,1,30000.0,False,0.0,False,1.0,False,100000.0,0,False,6853.0,0.0
5.32,532.0,36.0,0.08401841346600948,6.03,757.0,10.0,True,0,10000.0,False,0.0,True,0.0,False,43000.0,0,False,7992.0,0.0
11.99,959.2,36.0,0.09105906546326974,10.12,722.0,2.0,True,0,8000.0,False,0.0,False,1.0,False,35000.0,0,False,6352.0,0.0
6.89,1929.2,36.0,0.057540163989067396,13.29,712.0,6.0,False,0,28000.0,False,0.0,True,3.0,False,180000.0,0,False,97456.0,0.0
10.78,1617.0,36.0,0.03671124665650076,7.85,692.0,10.0,True,0,15000.0,False,1.0,False,0.0,False,160000.0,1,False,10119.0,0.0
12.88,2576.0000000000005,36.0,0.12417338337537685,16.49,672.0,10.0,True,0,20000.0,False,1.0,False,1.0,False,65000.0,1,False,6711.0,0.0
11.22,2692.8,60.0,0.07403096033501154,18.11,757.0,10.0,False,0,24000.0,False,0.0,False,0.0,False,85000.0,0,True,22474.0,0.0
11.99,1151.04,36.0,0.0371397507086553,36.49,712.0,10.0,False,1,9600.0,False,0.0,True,0.0,False,103000.0,0,False,56793.0,0.0
19.99,3238.38,60.0,0.11440149293521727,31.73,677.0,10.0,False,1,16200.0,False,0.0,False,1.0,False,45000.0,0,True,20069.0,0.0
13.67,2952.72,60.0,0.0997620475904819,22.68,702.0,5.0,True,1,21600.0,False,0.0,False,0.0,False,60000.0,0,False,15221.0,0.0
21.48,5686.83,60.0,0.10332952435366376,20.14,712.0,6.0,True,1,26475.0,False,0.0,True,0.0,False,84000.0,0,False,19378.0,0.0
11.99,1291.9225,36.0,0.15329430244181064,27.43,707.0,10.0,False,1,10775.0,False,1.0,True,2.0,False,28000.0,1,False,13968.0,0.0
10.78,1617.0,60.0,0.10244133431547933,19.93,687.0,3.0,False,0,15000.0,False,0.0,False,0.0,False,38000.0,0,False,15297.0,0.0
12.59,705.04,36.0,0.03000959846424572,34.93,712.0,9.0,False,1,5600.0,False,0.0,False,1.0,False,75000.0,0,False,16523.0,0.0
14.85,1039.5,36.0,0.07850967253863611,17.45,662.0,1.0,True,0,7000.0,False,0.0,False,0.0,False,37000.0,0,True,13633.0,0.0
11.99,722.3975,36.0,0.09599712138173676,6.82,697.0,7.0,True,0,6025.0,False,0.0,False,0.0,False,25000.0,0,False,4877.0,0.0
9.17,2751.0,60.0,0.06251674832516749,18.53,682.0,4.0,False,0,30000.0,False,2.0,False,1.0,False,120000.0,1,False,9172.0,0.0
8.38,419.00000000000006,36.0,0.04200479872034124,17.95,672.0,0.0,False,0,5000.0,False,1.0,False,0.0,False,45000.0,1,False,5292.0,0.0
11.99,3626.975,36.0,0.12555805524309463,27.66,717.0,9.0,False,1,30250.0,False,0.0,False,1.0,False,96000.0,0,False,16757.0,0.0
9.17,1100.4,36.0,0.0917899704071023,20.45,662.0,10.0,True,1,12000.0,False,0.0,False,0.0,False,50000.0,0,False,15336.0,2.0
10.78,1724.8,60.0,0.10380785764270718,15.69,727.0,10.0,False,0,16000.0,False,0.0,True,2.0,False,40000.0,0,False,252.0,0.0
9.8,1764.0,36.0,0.09926241215791579,24.29,692.0,10.0,False,1,18000.0,False,0.0,False,2.0,False,70000.0,0,False,14748.0,0.0
11.22,561.0,36.0,0.07034985006425817,7.04,682.0,8.0,True,0,5000.0,False,0.0,False,2.0,False,28000.0,0,False,3937.0,0.0
14.85,2970.0,60.0,0.07586466165413534,18.76,707.0,5.0,False,0,20000.0,False,0.0,False,0.0,False,75000.0,0,False,59351.0,0.0
6.49,324.5,36.0,0.03342470733658111,29.15,702.0,10.0,False,1,5000.0,False,1.0,False,0.0,False,55000.0,1,False,11449.0,0.0
9.17,440.16,36.0,0.013726639356517061,25.16,672.0,10.0,False,1,4800.0,False,0.0,False,0.0,False,133760.0,0,True,28902.0,1.0
17.27,2763.2,36.0,0.12721617418351477,20.73,717.0,6.0,True,1,16000.0,False,0.0,False,1.0,False,54000.0,0,False,4280.0,0.0
10.78,3395.7,36.0,0.08506882189060215,29.82,722.0,10.0,False,1,31500.0,False,0.0,False,0.0,False,145000.0,0,False,40473.0,2.0
5.32,744.8,36.0,0.05058712954445466,21.38,692.0,10.0,False,1,14000.0,False,1.0,False,0.0,False,100000.0,1,False,11761.0,2.0
18.99,5222.249999999999,36.0,0.21985966698174944,22.58,692.0,10.0,True,1,27500.0,False,0.0,False,0.0,False,55000.0,0,False,8676.0,1.0
7.89,735.7425,36.0,0.0673090825194186,22.92,722.0,5.0,False,1,9325.0,False,0.0,False,0.0,False,52000.0,0,False,7791.0,0.0
19.48,3365.17,60.0,0.0969863600657002,34.27,727.0,4.0,False,1,17275.0,False,0.0,False,2.0,False,56000.0,0,False,9403.0,0.0
13.44,1270.08,36.0,0.1707995735607676,36.85,677.0,10.0,False,1,9450.0,False,1.0,False,0.0,False,22500.0,1,False,5456.0,0.0
11.48,1607.2,36.0,0.05593746212580294,6.84,667.0,6.0,False,0,14000.0,False,0.0,False,0.0,False,99000.0,0,False,7616.0,0.0
7.91,2214.8,36.0,0.06571457140714446,23.69,712.0,1.0,False,1,28000.0,False,0.0,False,1.0,False,160000.0,0,False,97456.0,0.0
6.99,699.0,36.0,0.09496462626884036,16.25,727.0,10.0,False,0,10000.0,False,0.0,False,1.0,False,39000.0,0,False,19569.0,0.0
9.17,275.1,36.0,0.01881072575886711,13.9,692.0,8.0,True,0,3000.0,False,0.0,False,1.0,False,61000.0,0,False,6151.0,0.0
7.49,719.04,36.0,0.059704059188162364,22.44,697.0,8.0,False,1,9600.0,False,0.0,True,0.0,False,60000.0,0,False,7722.0,0.0
10.64,1596.0,60.0,0.06259111139779397,24.87,732.0,1.0,False,1,15000.0,False,0.0,False,0.0,False,62000.0,0,False,9044.0,0.0
12.88,2060.8,60.0,0.08711589218587538,19.39,702.0,6.0,True,0,16000.0,False,0.0,False,0.0,False,50000.0,0,False,19389.0,0.0
5.32,638.4,36.0,0.054198870169474576,17.79,792.0,1.0,False,0,12000.0,False,0.0,True,0.0,False,80000.0,0,False,11795.0,0.0
16.55,2859.0125,60.0,0.08501499700059989,27.88,732.0,10.0,True,1,17275.0,False,0.0,True,0.0,False,60000.0,0,False,17640.0,0.0
18.49,6471.5,60.0,0.10776266847978241,31.36,687.0,10.0,False,1,35000.0,False,0.0,False,1.0,False,100000.0,0,False,8475.0,1.0
6.89,1102.4,36.0,0.07490963397964867,32.09,757.0,9.0,False,1,16000.0,False,0.0,True,0.0,False,79000.0,0,False,14583.0,0.0
13.44,645.12,36.0,0.0625759323337178,25.5,662.0,6.0,False,1,4800.0,False,1.0,False,1.0,False,31200.0,1,True,24120.0,0.0
16.59,2028.1275,36.0,0.055316768072161,10.62,672.0,6.0,False,0,12225.0,False,0.0,False,1.0,False,94000.0,0,False,10711.0,0.0
9.8,1470.0,36.0,0.09650269946010798,19.95,712.0,1.0,True,0,15000.0,False,1.0,True,0.0,False,60000.0,1,False,13333.0,0.0
5.32,266.0,36.0,0.022583612458131282,0.75,707.0,0.0,True,0,5000.0,False,0.0,False,1.0,False,80000.0,0,False,1801.0,0.0
8.49,849.0,36.0,0.09015424164524422,14.49,677.0,10.0,True,0,10000.0,False,1.0,True,0.0,False,42000.0,1,False,16490.0,0.0
17.57,4853.7125,36.0,0.175163794624478,15.94,687.0,10.0,True,0,27625.0,False,0.0,False,0.0,False,68000.0,0,False,39953.0,0.0
13.67,2296.56,60.0,0.08464480476986841,16.98,672.0,0.0,True,0,16800.0,False,0.0,False,0.0,False,55000.0,0,False,18063.0,0.0
13.44,806.4,36.0,0.07872049529214498,6.47,662.0,6.0,False,0,6000.0,False,1.0,True,2.0,False,31000.0,1,False,5027.0,0.0
9.76,488.0,36.0,0.02679220129978337,24.6,702.0,7.0,True,1,5000.0,False,0.0,False,0.0,False,72000.0,0,True,14429.0,0.0
14.48,1086.0,36.0,0.02382149340060917,18.81,662.0,0.0,False,0,7500.0,False,4.0,False,1.0,False,130000.0,1,False,48396.0,1.0
9.76,585.6,36.0,0.04629208989842438,13.42,672.0,10.0,False,0,6000.0,False,1.0,True,1.0,False,50000.0,1,False,5553.0,1.0
26.77,1023.9525,36.0,0.15553446553446554,21.0,767.0,0.0,False,1,3825.0,False,0.0,False,2.0,False,12000.0,0,False,177.0,0.0
6.49,649.0,36.0,0.045960605909113626,4.38,717.0,0.0,False,0,10000.0,False,2.0,False,0.0,False,80000.0,1,False,1075.0,0.0
11.99,1199.0,36.0,0.0498075288706694,15.27,707.0,7.0,False,0,10000.0,False,0.0,False,1.0,False,80000.0,0,False,17540.0,0.0
6.24,405.6,36.0,0.1459264705882353,21.71,762.0,6.0,True,1,6500.0,False,0.0,True,0.0,False,16308.0,0,False,15141.0,0.0
12.88,1288.0000000000002,36.0,0.04692880063246989,11.57,672.0,10.0,False,0,10000.0,False,0.0,False,0.0,False,86000.0,0,False,10631.0,0.0
10.78,1617.0,60.0,0.0442439667318093,20.07,702.0,5.0,False,1,15000.0,False,0.0,False,0.0,False,88000.0,0,False,25632.0,1.0
7.49,449.4,36.0,0.01791284036732474,9.02,732.0,6.0,False,0,6000.0,False,0.0,True,1.0,False,125000.0,0,False,21228.0,0.0
12.59,1133.1,36.0,0.08037323380431885,33.52,697.0,3.0,True,1,9000.0,False,0.0,False,0.0,False,45000.0,0,True,9529.0,1.0
10.78,2845.92,60.0,0.0469366901350574,9.45,697.0,10.0,False,0,26400.0,False,0.0,False,1.0,False,146000.0,0,False,26568.0,1.0
11.99,599.5,36.0,0.03831038991002077,11.54,697.0,10.0,False,0,5000.0,False,0.0,False,4.0,False,52000.0,0,False,9239.0,0.0
14.85,2673.0,60.0,0.10337094072294992,26.01,687.0,1.0,True,1,18000.0,False,0.0,False,0.0,False,49535.0,0,False,19581.0,0.0
9.17,2567.6,60.0,0.08751937209418587,16.97,682.0,4.0,False,0,28000.0,False,0.0,False,1.0,False,80000.0,0,False,32111.0,0.0
7.26,871.2,36.0,0.0247956802879808,16.03,682.0,10.0,False,0,12000.0,False,0.0,True,0.0,False,180000.0,0,False,97456.0,0.0
6.89,1378.0,36.0,0.05246702408305676,2.34,722.0,4.0,False,0,20000.0,False,0.0,False,0.0,False,141000.0,0,False,13225.0,0.0
13.99,503.64,36.0,0.02952011517235863,11.67,672.0,10.0,True,0,3600.0,False,0.0,False,0.0,False,50000.0,0,False,2695.0,0.0
5.32,851.2,36.0,0.05027371056933189,12.26,812.0,1.0,True,0,16000.0,False,0.0,True,2.0,False,115000.0,0,False,421.0,0.0
16.55,2619.0375,36.0,0.19216382954415628,5.93,662.0,10.0,True,0,15825.0,False,0.0,False,0.0,False,35000.0,0,False,4848.0,0.0
11.99,1678.6,36.0,0.06198373550193308,24.15,687.0,1.0,False,1,14000.0,False,1.0,False,2.0,False,90000.0,1,False,3887.0,1.0
7.49,269.64,36.0,0.02442448920235585,11.06,692.0,4.0,True,0,3600.0,False,0.0,False,0.0,False,55000.0,0,False,5505.0,1.0
11.22,2244.0,36.0,0.11762549991046381,15.21,687.0,6.0,True,0,20000.0,False,0.0,False,0.0,False,67000.0,0,False,3531.0,4.0
9.17,1467.2,36.0,0.19120454829438963,16.77,732.0,0.0,False,0,16000.0,False,0.0,True,0.0,False,32000.0,0,False,14109.0,0.0
9.17,788.62,36.0,0.07795649495284585,28.76,697.0,10.0,False,1,8600.0,False,0.0,False,1.0,False,42190.0,0,False,4187.0,1.0
9.76,1288.32,36.0,0.10006090014341,13.07,662.0,10.0,False,0,13200.0,False,0.0,False,1.0,False,50891.0,0,False,13265.0,0.0
8.38,1173.2,36.0,0.1653767337248532,32.26,722.0,10.0,False,1,14000.0,False,0.0,False,0.0,False,32000.0,0,False,9867.0,2.0
9.17,2200.8,36.0,0.12239641657334827,10.11,662.0,10.0,False,0,24000.0,False,1.0,False,3.0,False,75000.0,1,False,11763.0,0.0
9.8,1470.0,60.0,0.044259870715714085,16.36,707.0,10.0,False,0,15000.0,False,0.0,False,0.0,False,86000.0,0,False,26634.0,0.0
9.17,183.4,36.0,0.0123382571115268,6.35,752.0,6.0,False,0,2000.0,True,0.0,False,0.0,False,62000.0,0,False,364.0,0.0
12.88,386.4,36.0,0.020177964407118575,16.94,707.0,5.0,True,0,3000.0,False,0.0,False,0.0,False,60000.0,0,True,4447.0,0.0
7.91,949.2,36.0,0.06346082352278488,24.86,717.0,10.0,False,1,12000.0,False,0.0,False,0.0,False,71000.0,0,False,42125.0,1.0
11.48,459.2,36.0,0.05272690923630548,9.44,722.0,5.0,True,0,4000.0,False,0.0,False,0.0,False,30000.0,0,False,4144.0,0.0
6.49,584.1,36.0,0.061277493890246615,28.22,732.0,10.0,False,1,9000.0,False,0.0,False,0.0,False,54000.0,0,False,25429.0,0.0
15.77,3134.2875,60.0,0.09947597048886438,23.19,712.0,1.0,False,1,19875.0,False,0.0,False,0.0,False,58000.0,0,False,18405.0,0.0
9.8,1781.15,36.0,0.18460275702409765,15.6,687.0,6.0,False,0,18175.0,False,0.0,True,3.0,False,38000.0,0,False,13412.0,0.0
13.44,4704.0,36.0,0.11391418423831313,24.19,712.0,0.0,False,1,35000.0,False,0.0,False,0.0,False,125000.0,0,False,47300.0,0.0
13.44,1441.44,36.0,0.1090622813156053,35.41,692.0,0.0,True,1,10725.0,False,0.0,True,0.0,False,40000.0,0,False,14656.0,0.0
5.32,1064.0,36.0,0.03864778730776634,14.68,767.0,2.0,False,0,20000.0,False,0.0,False,0.0,False,187000.0,0,False,18711.0,0.0
6.99,838.8,36.0,0.03419499738485678,19.33,717.0,10.0,False,0,12000.0,False,0.0,False,1.0,False,130000.0,0,False,16136.0,0.0
10.64,2128.0,60.0,0.06310344827586208,17.27,737.0,10.0,False,0,20000.0,False,0.0,False,0.0,False,82000.0,0,False,18380.0,0.0
7.26,871.2,36.0,0.1239453515494835,11.67,697.0,0.0,False,0,12000.0,False,0.0,True,1.0,False,36000.0,0,False,10677.0,0.0
14.85,3564.0,60.0,0.06828140623125226,22.58,672.0,4.0,True,1,24000.0,False,0.0,True,0.0,False,100000.0,0,False,19591.0,0.0
15.77,4415.6,60.0,0.0855668757630615,8.59,707.0,8.0,False,0,28000.0,False,0.0,True,0.0,False,95000.0,0,False,26548.0,0.0
8.49,764.1,36.0,0.08113967437874893,25.2,682.0,10.0,False,1,9000.0,False,1.0,True,0.0,False,42000.0,1,False,5637.0,0.0
10.64,1596.0,36.0,0.1274093714683126,26.4,682.0,4.0,True,1,15000.0,False,1.0,False,1.0,False,46000.0,1,False,7281.0,0.0
13.67,2207.705,60.0,0.07459108178364326,24.46,702.0,1.0,True,1,16150.0,False,0.0,True,0.0,False,60000.0,0,False,21298.0,0.0
13.99,139.9,36.0,0.013666533386645342,29.8,707.0,1.0,True,1,1000.0,False,0.0,False,1.0,False,30000.0,0,False,10220.0,0.0
5.32,1170.4,36.0,0.15896904742861712,14.69,747.0,9.0,False,0,22000.0,False,0.0,False,1.0,False,50000.0,0,False,23542.0,0.0
5.32,798.0,36.0,0.05420109586849578,15.76,747.0,10.0,True,0,15000.0,False,0.0,True,0.0,False,100000.0,0,False,13605.0,0.0
11.48,688.8,36.0,0.0389038221989117,28.49,707.0,5.0,False,1,6000.0,False,0.0,False,0.0,False,61000.0,0,False,13066.0,0.0
17.97,2587.68,60.0,0.06797619047619048,21.4,662.0,8.0,True,1,14400.0,False,1.0,False,3.0,False,64500.0,1,False,11556.0,0.0
12.88,1391.04,36.0,0.06316814467049209,18.37,662.0,10.0,False,0,10800.0,False,0.0,False,1.0,False,69000.0,0,False,26560.0,0.0
8.49,679.2,36.0,0.046608626099796956,19.33,672.0,10.0,False,0,8000.0,False,1.0,True,0.0,False,65000.0,1,False,9491.0,1.0
11.99,599.5,36.0,0.019157404914817523,9.39,672.0,3.0,True,0,5000.0,False,1.0,True,0.0,False,104000.0,1,False,10705.0,0.0
9.17,733.6,36.0,0.05780161668051673,16.62,722.0,2.0,True,0,8000.0,False,0.0,True,0.0,False,52936.0,0,False,2301.0,0.0
14.85,831.6,36.0,0.02113078573246555,34.74,692.0,9.0,False,1,5600.0,False,1.0,False,2.0,False,110000.0,1,True,18854.0,0.0
17.97,4312.8,60.0,0.07307843058832938,23.22,662.0,10.0,False,1,24000.0,False,0.0,False,0.0,False,100000.0,0,False,24513.0,2.0
18.2,2184.0,60.0,0.050298033200021915,15.44,662.0,10.0,False,0,12000.0,False,0.0,True,1.0,False,73000.0,0,False,13584.0,0.0
12.88,4508.0,36.0,0.05886055697215139,4.3,662.0,1.0,False,0,35000.0,False,0.0,True,0.0,False,240000.0,0,False,37389.0,0.0
13.18,790.8,36.0,0.02431988161420629,8.98,707.0,10.0,False,0,6000.0,False,0.0,False,0.0,False,100000.0,0,True,10825.0,0.0
16.59,2368.2225,36.0,0.1006972968760105,17.58,667.0,10.0,False,0,14275.0,False,0.0,False,1.0,False,60292.3,0,True,7924.0,1.0
6.99,489.3,36.0,0.03241163825426186,10.86,742.0,5.0,False,0,7000.0,False,0.0,False,0.0,False,80000.0,0,False,16028.0,0.0
17.97,2282.19,36.0,0.16805199560600512,34.32,677.0,3.0,True,1,12700.0,False,0.0,False,2.0,False,32760.0,0,False,11472.0,0.0
10.78,463.54,36.0,0.037411356971474276,1.97,682.0,4.0,True,0,4300.0,False,0.0,False,2.0,False,45000.0,0,False,2644.0,1.0
13.99,4896.5,36.0,0.168830282783607,30.51,722.0,3.0,False,1,35000.0,False,0.0,True,2.0,False,85000.0,0,False,43488.0,0.0
11.22,673.2,36.0,0.039404119176164765,2.4,742.0,10.0,False,0,6000.0,False,0.0,False,0.0,False,60000.0,0,False,2834.0,0.0
10.64,638.4,36.0,0.04688954650883787,38.54,687.0,1.0,True,1,6000.0,False,0.0,False,0.0,False,50000.0,0,False,10278.0,3.0
8.49,526.38,36.0,0.05240560564134606,21.06,677.0,1.0,False,1,6200.0,False,0.0,False,0.0,False,44800.0,0,False,6424.0,0.0
15.41,2477.1575,36.0,0.2006970637383624,3.38,737.0,4.0,True,0,16075.0,False,0.0,False,0.0,False,33500.0,0,False,5857.0,0.0
21.48,7518.0,60.0,0.09724604277531099,29.68,667.0,2.0,False,1,35000.0,False,0.0,False,1.0,False,118000.0,0,False,55255.0,0.0
9.8,2352.0000000000005,36.0,0.14252814864948007,29.12,712.0,8.0,True,1,24000.0,False,0.0,True,2.0,False,65000.0,0,False,15413.0,0.0
7.89,1104.6,36.0,0.055319328084873484,29.93,707.0,10.0,True,1,14000.0,False,0.0,True,0.0,False,95000.0,0,False,16190.0,0.0
9.17,1283.8,36.0,0.07649717191338629,31.1,737.0,6.0,False,1,14000.0,False,0.0,False,0.0,False,70000.0,0,False,15698.0,0.0
6.99,1467.9,36.0,0.07779026516817981,18.43,797.0,3.0,False,0,21000.0,False,0.0,False,1.0,False,100000.0,0,True,5675.0,0.0
14.85,1069.2,36.0,0.054330691485494076,10.84,697.0,2.0,True,0,7200.0,False,0.0,False,0.0,False,55000.0,0,False,4616.0,0.0
24.24,8484.0,60.0,0.1037606399343657,16.82,677.0,0.0,False,0,35000.0,False,0.0,False,1.0,False,117000.0,0,False,20137.0,0.0
7.91,1898.4,36.0,0.09011878574571051,26.83,677.0,9.0,False,1,24000.0,False,0.0,False,0.0,False,100000.0,0,False,35994.0,1.0
9.8,823.2,36.0,0.03179155393483119,8.34,742.0,7.0,True,0,8400.0,False,0.0,True,1.0,False,102000.0,0,False,5435.0,0.0
13.44,2822.4,60.0,0.07719724844024956,21.56,677.0,2.0,False,1,21000.0,False,1.0,False,0.0,False,75000.0,1,False,14236.0,0.0
12.88,437.92,36.0,0.02503904254542801,12.11,682.0,6.0,False,0,3400.0,False,0.0,False,0.0,False,54800.0,0,False,8371.0,0.0
8.49,1222.56,36.0,0.11601548540798094,27.96,717.0,0.0,True,1,14400.0,False,0.0,False,0.0,False,47000.0,0,False,16702.0,0.0
6.99,559.2,36.0,0.05109080879817969,18.03,702.0,10.0,False,0,8000.0,False,0.0,False,0.0,False,58000.0,0,False,14910.0,0.0
18.49,2773.5,60.0,0.0721589701930888,33.13,702.0,7.0,True,1,15000.0,False,0.0,False,0.0,False,64000.0,0,False,13220.0,0.0
8.49,424.5,36.0,0.04982216142270862,30.57,682.0,4.0,True,1,5000.0,False,2.0,False,2.0,False,38000.0,1,False,1516.0,1.0
9.8,588.0000000000001,36.0,0.04825043739065234,22.18,752.0,4.0,False,1,6000.0,False,0.0,True,0.0,False,48000.0,0,False,11141.0,0.0
9.8,882.0,36.0,0.0731360498400404,24.81,682.0,1.0,False,1,9000.0,False,0.0,True,0.0,False,47500.0,0,False,11011.0,0.0
9.8,343.0,36.0,0.030021327645961077,22.29,727.0,1.0,False,1,3500.0,False,0.0,False,1.0,False,45000.0,0,False,3236.0,1.0
14.48,4054.4,60.0,0.10534314509678451,33.95,697.0,10.0,False,1,28000.0,False,0.0,False,0.0,False,75000.0,0,False,13898.0,1.0
17.97,4281.3525,36.0,0.08819709076009015,20.54,677.0,6.0,False,1,23825.0,False,0.0,False,0.0,False,117132.0,0,False,28171.0,0.0
5.32,287.28,36.0,0.0475821710718814,26.23,772.0,2.0,True,1,5400.0,False,0.0,True,0.0,False,41000.0,0,False,1845.0,0.0
9.76,1464.0,36.0,0.11127893563023918,24.56,777.0,10.0,False,1,15000.0,False,0.0,False,0.0,False,52000.0,0,False,3168.0,0.0
18.49,4622.499999999999,60.0,0.08950192996326094,37.5,692.0,10.0,True,1,25000.0,False,0.0,True,1.0,False,86000.0,0,False,21331.0,5.0
12.88,1220.38,36.0,0.04248900146647113,19.24,677.0,9.0,False,0,9475.0,False,0.0,False,1.0,False,90000.0,0,False,9885.0,0.0
7.89,276.15,36.0,0.04690846779951449,7.7,682.0,6.0,False,0,3500.0,False,1.0,False,0.0,False,28000.0,1,False,3217.0,0.0
9.76,1776.32,36.0,0.10030623321716278,28.1,707.0,8.0,False,1,18200.0,False,1.0,True,0.0,False,70000.0,1,False,20817.0,0.0
7.89,378.72,36.0,0.02772042084538239,31.35,682.0,10.0,True,1,4800.0,False,1.0,True,1.0,False,65000.0,1,False,16622.0,0.0
7.91,1502.9,36.0,0.07085860692367277,31.48,712.0,3.0,False,1,19000.0,False,0.0,False,2.0,False,100686.0,0,False,19235.0,1.0
7.49,1123.5,36.0,0.09530583408522157,8.7,767.0,6.0,False,0,15000.0,False,0.0,False,0.0,False,58729.0,0,False,4856.0,0.0
12.88,2070.46,36.0,0.09731125708629533,13.29,667.0,3.0,False,0,16075.0,False,0.0,False,3.0,False,66666.0,0,False,8881.0,0.0
14.48,868.8,36.0,0.04954091018155642,21.15,672.0,3.0,True,1,6000.0,False,0.0,True,1.0,False,50000.0,0,False,9886.0,0.0
17.97,503.16,36.0,0.020931531407295045,18.6,697.0,2.0,True,0,2800.0,False,0.0,False,1.0,False,58000.0,0,False,13627.0,0.0
19.89,2784.6,60.0,0.08537875874798125,10.44,662.0,10.0,True,0,14000.0,False,2.0,True,2.0,False,52000.0,1,False,10602.0,0.0
9.17,1834.0,36.0,0.08138280219546441,28.25,712.0,4.0,False,1,20000.0,False,0.0,False,0.0,False,94000.0,0,False,12083.0,0.0
9.8,980.0,36.0,0.047077013120031215,17.44,677.0,10.0,True,0,10000.0,False,0.0,False,1.0,False,82000.0,0,False,6923.0,0.0
15.77,1577.0,36.0,0.03285067024966409,36.23,687.0,4.0,True,1,10000.0,False,0.0,False,1.0,False,128000.0,0,False,23125.0,1.0
7.49,599.2,36.0,0.05237213218269838,25.01,742.0,10.0,False,1,8000.0,False,0.0,False,0.0,False,57000.0,0,False,15916.0,0.0
9.76,1171.2,36.0,0.06613609095583615,31.31,702.0,4.0,False,1,12000.0,False,0.0,False,1.0,False,70000.0,0,False,8917.0,0.0
9.76,536.8,36.0,0.04160432839331922,18.47,662.0,2.0,True,0,5500.0,False,0.0,False,0.0,False,51000.0,0,False,798.0,0.0
11.48,1033.2,36.0,0.0278130175296066,17.72,672.0,10.0,False,0,9000.0,False,0.0,False,1.0,False,128000.0,0,True,12398.0,1.0
14.85,1514.7,60.0,0.07737044145873322,17.92,682.0,6.0,False,0,10200.0,False,0.0,False,0.0,False,37500.0,0,False,5382.0,2.0
